order_id,date,customer_id,region,category,channel,payment_method,quantity,revenue_pkr,cost_pkr,profit_pkr,returned
PK-2023-01344,2023-09-02,C-0172,Sindh,Electronics,Online,Cash on Delivery,2,15243.78,12212.33,3031.45,False
PK-2023-01724,2023-09-02,C-0466,Balochistan,Fashion,Online,Easypaisa,2,14850.42,11411.41,3439.01,False
PK-2023-01218,2023-09-02,C-0492,Punjab,Electronics,In-Store,Easypaisa,2,12306.12,10493.14,1812.98,False
PK-2023-00836,2023-09-03,C-0755,Balochistan,Groceries,Online,JazzCash,4,65868.99,51527.29,14341.71,False
PK-2023-01446,2023-09-03,C-0585,Punjab,Fashion,Mobile App,Card,3,22877.88,18338.8,4539.08,False
PK-2023-01797,2023-09-03,C-0258,Sindh,Groceries,Online,Easypaisa,4,37985.91,30286.04,7699.87,False
PK-2023-01201,2023-09-03,C-0141,Punjab,Beauty & Personal Care,Online,Card,4,59065.3,48065.01,11000.29,False
PK-2023-01399,2023-09-03,C-0317,KPK,Groceries,Wholesale,Card,1,12074.67,10095.3,1979.37,False
PK-2023-01572,2023-09-03,C-0463,Punjab,Electronics,Wholesale,Cash on Delivery,1,8178.08,6764.28,1413.8,False
PK-2023-01290,2023-09-03,C-0637,Sindh,Fashion,Online,Easypaisa,2,22872.08,20030.32,2841.76,False
PK-2023-00058,2023-09-03,C-0532,Islamabad,Home & Living,Mobile App,JazzCash,4,22853.52,18959.51,3894.0,False
PK-2023-00772,2023-09-04,C-0041,Sindh,Beauty & Personal Care,Mobile App,JazzCash,2,24062.64,20423.08,3639.56,False
PK-2023-01963,2023-09-04,C-0059,Sindh,Groceries,In-Store,Card,4,49293.59,40003.47,9290.12,False
PK-2023-01618,2023-09-04,C-0431,Balochistan,Electronics,In-Store,Easypaisa,4,43417.22,35863.52,7553.69,False
PK-2023-00144,2023-09-04,C-0288,Punjab,Beauty & Personal Care,Mobile App,Card,3,32944.67,25284.03,7660.64,False
PK-2023-00285,2023-09-04,C-0688,Balochistan,Electronics,In-Store,Cash on Delivery,2,16758.43,13902.72,2855.71,False
PK-2023-00864,2023-09-04,C-0728,KPK,Electronics,Online,Cash on Delivery,1,14552.3,11596.46,2955.83,False
PK-2023-01842,2023-09-04,C-0163,Punjab,Groceries,Online,Card,2,14645.58,12950.85,1694.73,False
PK-2023-00461,2023-09-05,C-0524,Sindh,Beauty & Personal Care,Online,Easypaisa,1,20431.59,16452.22,3979.37,False
PK-2023-00672,2023-09-05,C-0614,Punjab,Fashion,Online,Card,3,34556.74,29699.18,4857.56,False
PK-2023-00354,2023-09-05,C-0764,Punjab,Home & Living,Online,Card,3,37782.53,33183.18,4599.34,False
PK-2023-00489,2023-09-05,C-0176,Punjab,Electronics,Online,JazzCash,1,6030.81,5008.3,1022.51,False
PK-2023-01265,2023-09-06,C-0721,Punjab,Fashion,Mobile App,Card,2,29348.48,20973.64,8374.84,False
PK-2023-01756,2023-09-06,C-0244,Sindh,Fashion,Wholesale,JazzCash,3,22469.74,18165.15,4304.59,False
PK-2023-00465,2023-09-06,C-0330,Punjab,Electronics,Mobile App,Easypaisa,3,23225.38,19287.05,3938.34,False
PK-2023-01771,2023-09-07,C-0252,KPK,Sports,Online,Easypaisa,4,41200.16,33122.37,8077.79,False
PK-2023-01313,2023-09-07,C-0383,Punjab,Home & Living,Online,Card,1,10221.39,7900.22,2321.17,False
PK-2023-00212,2023-09-07,C-0535,Punjab,Fashion,In-Store,Card,1,6867.71,5471.55,1396.16,False
PK-2023-00114,2023-09-07,C-0585,Sindh,Home & Living,Wholesale,JazzCash,3,41536.37,34012.35,7524.02,False
PK-2023-01901,2023-09-07,C-0133,Balochistan,Electronics,Online,Cash on Delivery,1,16503.85,13528.35,2975.5,False
PK-2023-00880,2023-09-07,C-0757,Punjab,Electronics,Online,Easypaisa,1,16448.71,13291.3,3157.41,False
PK-2023-00133,2023-09-07,C-0274,Sindh,Others,In-Store,Cash on Delivery,1,17271.73,13944.12,3327.62,False
PK-2023-01689,2023-09-08,C-0651,KPK,Home & Living,Online,Card,2,18483.27,15680.41,2802.87,False
PK-2023-01861,2023-09-08,C-0467,Sindh,Home & Living,Mobile App,Cash on Delivery,4,19394.49,15846.82,3547.67,False
PK-2023-00121,2023-09-08,C-0326,Islamabad,Electronics,Online,Card,1,18660.16,15035.69,3624.48,False
PK-2023-00814,2023-09-08,C-0018,Islamabad,Electronics,Online,JazzCash,1,14649.43,11651.48,2997.95,False
PK-2023-00929,2023-09-08,C-0086,KPK,Fashion,Online,Card,1,12593.35,9466.41,3126.95,False
PK-2023-01274,2023-09-08,C-0292,Balochistan,Groceries,Online,Card,2,27360.98,22350.97,5010.01,False
PK-2023-00130,2023-09-09,C-0750,Islamabad,Electronics,Online,Cash on Delivery,4,38002.18,32403.39,5598.78,False
PK-2023-01095,2023-09-09,C-0595,Islamabad,Home & Living,Mobile App,JazzCash,4,64931.85,56083.94,8847.91,False
PK-2023-01232,2023-09-09,C-0462,Islamabad,Electronics,Online,Card,3,49132.49,40198.94,8933.55,False
PK-2023-00559,2023-09-09,C-0311,Punjab,Home & Living,In-Store,JazzCash,4,39110.74,32762.1,6348.63,False
PK-2023-00393,2023-09-09,C-0270,Sindh,Fashion,Online,Cash on Delivery,3,47674.95,39590.02,8084.93,False
PK-2023-00578,2023-09-09,C-0714,Punjab,Beauty & Personal Care,In-Store,Card,2,40182.7,32793.98,7388.72,True
PK-2023-00483,2023-09-09,C-0687,KPK,Electronics,In-Store,Card,1,8159.11,6487.48,1671.62,False
PK-2023-00659,2023-09-10,C-0401,Sindh,Electronics,In-Store,JazzCash,4,33517.23,25102.67,8414.57,False
PK-2023-01280,2023-09-10,C-0442,KPK,Electronics,In-Store,Cash on Delivery,1,25820.64,23082.89,2737.75,False
PK-2023-00698,2023-09-10,C-0109,Sindh,Electronics,Online,JazzCash,1,8150.06,6771.91,1378.15,False
PK-2023-00349,2023-09-10,C-0044,Sindh,Electronics,Mobile App,JazzCash,1,7806.35,6975.46,830.89,False
PK-2023-00773,2023-09-10,C-0300,Punjab,Sports,Online,Cash on Delivery,1,19624.96,15904.45,3720.51,False
PK-2023-00135,2023-09-10,C-0386,Sindh,Home & Living,Online,Easypaisa,2,15051.78,13261.47,1790.3,False
PK-2023-00274,2023-09-10,C-0164,Balochistan,Beauty & Personal Care,Online,Card,3,52733.42,43741.81,8991.6,False
PK-2023-00260,2023-09-11,C-0344,Punjab,Fashion,Online,Card,2,16087.09,13326.25,2760.84,False
PK-2023-01483,2023-09-11,C-0460,Punjab,Beauty & Personal Care,Mobile App,Card,3,30617.45,23101.6,7515.85,False
PK-2023-00344,2023-09-11,C-0242,Punjab,Fashion,Online,Card,3,39545.7,30555.43,8990.27,False
PK-2023-00822,2023-09-11,C-0374,Punjab,Groceries,Wholesale,Card,3,46472.1,37570.88,8901.22,False
PK-2023-00804,2023-09-11,C-0473,Sindh,Home & Living,Online,Card,1,11341.46,8950.23,2391.23,False
PK-2023-01338,2023-09-11,C-0693,KPK,Sports,Mobile App,JazzCash,3,47322.55,38985.75,8336.8,False
PK-2023-00675,2023-09-12,C-0358,KPK,Home & Living,In-Store,Easypaisa,2,13136.09,9935.88,3200.22,False
PK-2023-01307,2023-09-12,C-0197,Islamabad,Electronics,Online,Cash on Delivery,2,41306.61,32695.03,8611.58,False
PK-2023-00234,2023-09-12,C-0727,KPK,Sports,Online,Easypaisa,3,44428.33,39377.13,5051.2,False
PK-2023-00827,2023-09-12,C-0750,Punjab,Home & Living,Online,Easypaisa,3,41354.48,35446.79,5907.69,False
PK-2023-00524,2023-09-13,C-0544,Balochistan,Groceries,Online,Card,1,10784.55,8897.58,1886.97,False
PK-2023-01012,2023-09-13,C-0705,Sindh,Sports,Wholesale,Cash on Delivery,2,15699.29,12260.18,3439.12,False
PK-2023-00360,2023-09-13,C-0752,KPK,Electronics,Online,Cash on Delivery,2,24653.7,19787.18,4866.53,False
PK-2023-00790,2023-09-13,C-0148,KPK,Fashion,In-Store,Cash on Delivery,1,16913.56,13847.17,3066.39,False
PK-2023-00197,2023-09-13,C-0700,Punjab,Electronics,In-Store,Easypaisa,2,17142.25,15162.74,1979.51,False
PK-2023-01919,2023-09-13,C-0584,Balochistan,Groceries,Wholesale,Easypaisa,3,42355.92,38527.91,3828.01,False
PK-2023-00594,2023-09-13,C-0598,Punjab,Electronics,In-Store,Cash on Delivery,3,33852.95,28254.59,5598.35,False
PK-2023-00784,2023-09-14,C-0380,Sindh,Fashion,Online,Card,2,18358.47,16675.59,1682.88,False
PK-2023-01207,2023-09-14,C-0205,Punjab,Electronics,Mobile App,Cash on Delivery,2,21117.33,17196.63,3920.7,False
PK-2023-01824,2023-09-14,C-0323,Punjab,Electronics,Online,Easypaisa,3,29582.58,24130.76,5451.82,False
PK-2023-00247,2023-09-14,C-0515,Balochistan,Electronics,Wholesale,Cash on Delivery,4,24727.4,20263.16,4464.24,False
PK-2023-00882,2023-09-14,C-0141,Sindh,Electronics,Mobile App,Easypaisa,4,24355.6,20638.83,3716.77,False
PK-2023-01938,2023-09-14,C-0328,Sindh,Groceries,Online,Card,4,49238.5,40257.14,8981.36,False
PK-2023-00425,2023-09-15,C-0480,Sindh,Sports,Online,Easypaisa,4,31053.36,24290.45,6762.91,False
PK-2023-00245,2023-09-15,C-0567,KPK,Fashion,Online,JazzCash,4,56210.21,44566.06,11644.15,False
PK-2023-01346,2023-09-15,C-0370,Punjab,Groceries,Mobile App,Card,4,56515.62,44712.74,11802.89,False
PK-2023-01905,2023-09-15,C-0765,Sindh,Fashion,Wholesale,JazzCash,2,21260.48,16976.89,4283.6,False
PK-2023-01585,2023-09-15,C-0603,KPK,Sports,Mobile App,Cash on Delivery,1,27107.9,21315.66,5792.24,False
PK-2023-01718,2023-09-15,C-0354,Islamabad,Beauty & Personal Care,In-Store,JazzCash,2,46837.61,35940.01,10897.59,False
PK-2023-00831,2023-09-16,C-0408,Sindh,Electronics,Mobile App,Card,2,18403.21,15122.01,3281.2,False
PK-2023-01247,2023-09-16,C-0529,Sindh,Fashion,In-Store,Card,3,21941.22,17809.91,4131.3,False
PK-2023-00478,2023-09-16,C-0586,Punjab,Electronics,Online,Card,3,32520.17,24790.27,7729.9,False
PK-2023-01801,2023-09-16,C-0092,Sindh,Electronics,Online,JazzCash,1,6088.41,4917.25,1171.16,False
PK-2023-01072,2023-09-16,C-0569,Punjab,Others,Online,Card,1,6226.34,5183.94,1042.4,False
PK-2023-00976,2023-09-16,C-0768,Sindh,Beauty & Personal Care,Online,Card,1,8489.49,6535.51,1953.98,False
PK-2023-01932,2023-09-16,C-0219,Punjab,Home & Living,Mobile App,Cash on Delivery,1,16305.56,12707.12,3598.44,False
PK-2023-00879,2023-09-16,C-0500,Punjab,Home & Living,Mobile App,Card,1,13610.16,11656.86,1953.3,False
PK-2023-01062,2023-09-16,C-0093,Punjab,Fashion,Online,JazzCash,3,28066.19,22313.91,5752.28,True
PK-2023-01432,2023-09-17,C-0679,Sindh,Home & Living,Mobile App,Easypaisa,1,11211.45,9599.86,1611.59,False
PK-2023-00448,2023-09-17,C-0514,Sindh,Fashion,Online,Cash on Delivery,4,56393.29,44210.16,12183.13,False
PK-2023-01960,2023-09-17,C-0200,Punjab,Fashion,Wholesale,Card,3,39149.38,29562.73,9586.65,False
PK-2023-01562,2023-09-17,C-0247,Punjab,Home & Living,Online,Cash on Delivery,3,17128.22,13862.16,3266.05,True
PK-2023-00336,2023-09-17,C-0402,Punjab,Groceries,Online,Card,4,57364.5,47761.57,9602.92,False
PK-2023-00923,2023-09-18,C-0080,Punjab,Electronics,Online,Card,2,14195.78,12781.12,1414.67,False
PK-2023-00351,2023-09-18,C-0536,Punjab,Electronics,In-Store,Cash on Delivery,4,52354.81,42196.42,10158.39,False
PK-2023-01961,2023-09-18,C-0298,Punjab,Fashion,Online,Easypaisa,4,37121.2,29641.35,7479.85,False
PK-2023-00450,2023-09-18,C-0011,Punjab,Home & Living,In-Store,Cash on Delivery,2,23001.24,18951.3,4049.93,False
PK-2023-01820,2023-09-19,C-0533,Sindh,Beauty & Personal Care,Online,Easypaisa,1,12658.42,10441.81,2216.61,False
PK-2023-01672,2023-09-19,C-0482,Balochistan,Home & Living,Online,Easypaisa,1,8732.54,6908.51,1824.03,False
PK-2023-01363,2023-09-19,C-0302,Punjab,Home & Living,In-Store,Cash on Delivery,2,28419.96,23145.12,5274.83,False
PK-2023-00777,2023-09-19,C-0726,Sindh,Groceries,Online,Card,3,18177.94,15005.22,3172.72,False
PK-2023-01985,2023-09-19,C-0062,KPK,Fashion,In-Store,Cash on Delivery,4,44380.72,35555.67,8825.05,True
PK-2023-00600,2023-09-19,C-0502,Sindh,Others,Online,JazzCash,2,24938.72,20045.2,4893.52,False
PK-2023-01254,2023-09-19,C-0051,Balochistan,Home & Living,Mobile App,Easypaisa,2,44195.73,36756.66,7439.07,False
PK-2023-01452,2023-09-19,C-0203,Sindh,Home & Living,Online,JazzCash,4,42625.63,36941.07,5684.56,False
PK-2023-01113,2023-09-19,C-0069,KPK,Groceries,Mobile App,Cash on Delivery,2,36224.07,32614.55,3609.52,False
PK-2023-00770,2023-09-19,C-0359,KPK,Others,Online,Cash on Delivery,1,4870.2,3883.87,986.33,True
PK-2023-00819,2023-09-20,C-0123,Sindh,Fashion,Online,Card,3,57508.5,48255.03,9253.48,False
PK-2023-00991,2023-09-20,C-0001,Punjab,Beauty & Personal Care,Online,JazzCash,3,36381.45,31489.08,4892.38,False
PK-2023-00645,2023-09-20,C-0344,Punjab,Fashion,Mobile App,JazzCash,4,52534.41,42937.06,9597.35,False
PK-2023-01802,2023-09-20,C-0745,Sindh,Electronics,In-Store,Easypaisa,1,13476.66,11434.16,2042.5,False
PK-2023-01800,2023-09-20,C-0175,Sindh,Electronics,Online,JazzCash,1,11762.54,10184.2,1578.34,False
PK-2023-01513,2023-09-21,C-0730,Sindh,Others,Online,Card,1,7839.85,6301.44,1538.41,False
PK-2023-00498,2023-09-21,C-0011,Sindh,Electronics,Online,Easypaisa,2,15858.03,13287.49,2570.54,False
PK-2023-01449,2023-09-21,C-0261,Sindh,Fashion,Online,Card,3,39547.45,32512.16,7035.29,False
PK-2023-00120,2023-09-21,C-0275,Sindh,Electronics,Online,Easypaisa,4,23446.42,17549.54,5896.88,False
PK-2023-01846,2023-09-21,C-0388,Balochistan,Home & Living,Online,Card,1,8022.73,6447.67,1575.06,False
PK-2023-01064,2023-09-21,C-0345,Punjab,Sports,Online,JazzCash,1,15211.18,12580.25,2630.93,False
PK-2023-00440,2023-09-22,C-0539,Punjab,Groceries,Mobile App,JazzCash,4,41515.71,31792.79,9722.92,False
PK-2023-00096,2023-09-22,C-0579,Punjab,Fashion,Online,JazzCash,4,79988.09,64839.67,15148.42,False
PK-2023-01773,2023-09-22,C-0031,Punjab,Groceries,Online,JazzCash,3,28690.1,24588.97,4101.13,False
PK-2023-00586,2023-09-22,C-0619,KPK,Fashion,Online,Card,2,24626.78,18265.57,6361.2,False
PK-2023-00598,2023-09-23,C-0181,Punjab,Fashion,Online,Easypaisa,1,8164.42,6455.31,1709.11,False
PK-2023-01079,2023-09-23,C-0159,Punjab,Home & Living,Online,Cash on Delivery,1,12786.49,10580.99,2205.5,False
PK-2023-00020,2023-09-23,C-0374,KPK,Fashion,Wholesale,Easypaisa,3,37598.02,30991.53,6606.49,False
PK-2023-01379,2023-09-23,C-0616,Punjab,Fashion,Online,Easypaisa,1,10630.04,8411.86,2218.17,True
PK-2023-01284,2023-09-23,C-0099,Punjab,Electronics,Online,Easypaisa,4,23578.84,19683.96,3894.87,False
PK-2023-01498,2023-09-23,C-0024,Punjab,Groceries,Mobile App,Card,4,57699.4,42484.6,15214.8,False
PK-2023-00329,2023-09-23,C-0442,Balochistan,Home & Living,Online,JazzCash,4,40871.46,32746.04,8125.42,False
PK-2023-00229,2023-09-23,C-0657,Sindh,Electronics,Online,Easypaisa,4,36722.49,31528.15,5194.34,False
PK-2023-01005,2023-09-23,C-0675,Punjab,Electronics,In-Store,Cash on Delivery,4,42232.72,32621.68,9611.04,False
PK-2023-01485,2023-09-24,C-0141,Balochistan,Groceries,Online,Cash on Delivery,3,31892.55,25131.82,6760.73,False
PK-2023-01746,2023-09-24,C-0265,Punjab,Groceries,Mobile App,Cash on Delivery,1,20198.63,16843.13,3355.5,False
PK-2023-00065,2023-09-24,C-0069,Punjab,Fashion,Online,Easypaisa,1,21025.03,16258.63,4766.41,False
PK-2023-00564,2023-09-24,C-0589,Balochistan,Home & Living,Wholesale,Card,3,32655.48,27976.22,4679.27,False
PK-2023-00479,2023-09-24,C-0142,Balochistan,Fashion,Online,Easypaisa,4,26480.2,19564.99,6915.21,False
PK-2023-00460,2023-09-24,C-0464,Balochistan,Home & Living,In-Store,JazzCash,3,98680.14,78010.11,20670.03,False
PK-2023-00391,2023-09-24,C-0516,Punjab,Home & Living,Online,Card,1,6049.87,4886.88,1162.99,False
PK-2023-01882,2023-09-24,C-0621,Punjab,Sports,Online,Card,1,10486.78,9543.16,943.62,False
PK-2023-00685,2023-09-24,C-0320,Islamabad,Fashion,Online,Card,2,20941.81,17521.94,3419.87,False
PK-2023-01704,2023-09-25,C-0391,KPK,Groceries,Mobile App,Card,1,11500.39,9521.96,1978.43,False
PK-2023-01865,2023-09-25,C-0538,KPK,Sports,In-Store,Cash on Delivery,1,16713.98,14021.35,2692.63,False
PK-2023-00534,2023-09-25,C-0574,Sindh,Electronics,Online,Cash on Delivery,4,38252.29,33694.47,4557.82,False
PK-2023-01662,2023-09-25,C-0050,Punjab,Sports,Wholesale,Cash on Delivery,1,9123.22,7211.2,1912.02,False
PK-2023-00308,2023-09-25,C-0645,Punjab,Fashion,In-Store,Card,4,60517.78,52010.56,8507.22,False
PK-2023-01775,2023-09-25,C-0411,Punjab,Beauty & Personal Care,In-Store,Card,2,10731.1,8337.85,2393.25,False
PK-2023-01496,2023-09-25,C-0109,Punjab,Beauty & Personal Care,In-Store,Cash on Delivery,4,52616.44,43780.41,8836.03,False
PK-2023-00997,2023-09-25,C-0063,Punjab,Groceries,In-Store,Cash on Delivery,1,13190.03,10002.89,3187.14,False
PK-2023-01751,2023-09-25,C-0627,Punjab,Electronics,In-Store,Cash on Delivery,4,47400.87,39500.05,7900.82,False
PK-2023-00300,2023-09-26,C-0350,KPK,Groceries,Wholesale,JazzCash,1,7054.95,5663.95,1391.0,False
PK-2023-01559,2023-09-26,C-0318,KPK,Groceries,In-Store,Card,1,23362.89,18768.64,4594.24,False
PK-2023-01848,2023-09-26,C-0114,Punjab,Groceries,Online,JazzCash,2,46847.69,37994.92,8852.77,False
PK-2023-00013,2023-09-26,C-0563,Islamabad,Electronics,Online,Cash on Delivery,2,26310.31,21066.94,5243.37,False
PK-2023-01931,2023-09-26,C-0203,Islamabad,Home & Living,Online,JazzCash,1,18659.4,14053.01,4606.39,False
PK-2023-01633,2023-09-26,C-0089,Sindh,Home & Living,In-Store,Card,3,22600.53,18580.46,4020.06,False
PK-2023-01224,2023-09-27,C-0553,Punjab,Groceries,Online,Cash on Delivery,3,48554.44,35242.09,13312.35,False
PK-2023-01092,2023-09-27,C-0527,KPK,Sports,Mobile App,Easypaisa,3,40268.87,30657.47,9611.4,False
PK-2023-01036,2023-09-27,C-0380,Punjab,Groceries,Mobile App,Card,1,36391.5,28250.05,8141.45,False
PK-2023-00565,2023-09-28,C-0159,Punjab,Home & Living,Online,JazzCash,2,15239.84,11862.66,3377.18,False
PK-2023-01493,2023-09-28,C-0742,Punjab,Beauty & Personal Care,In-Store,Cash on Delivery,3,30139.6,24740.12,5399.49,False
PK-2023-00412,2023-09-28,C-0682,Punjab,Others,In-Store,JazzCash,2,17048.06,13703.5,3344.56,False
PK-2023-00492,2023-09-28,C-0599,Balochistan,Fashion,Mobile App,Easypaisa,1,5976.03,4811.64,1164.39,False
PK-2023-00122,2023-09-28,C-0131,KPK,Electronics,Online,Cash on Delivery,3,19378.93,16120.81,3258.11,False
PK-2023-00467,2023-09-28,C-0034,Punjab,Beauty & Personal Care,Online,Card,2,24771.83,18738.63,6033.2,False
PK-2023-00251,2023-09-29,C-0155,Punjab,Home & Living,In-Store,JazzCash,1,13228.16,10341.17,2886.99,False
PK-2023-00699,2023-09-29,C-0111,Sindh,Fashion,In-Store,Card,1,12197.41,10414.26,1783.15,False
PK-2023-01190,2023-09-29,C-0222,Sindh,Fashion,Mobile App,Easypaisa,1,7309.86,5529.63,1780.22,False
PK-2023-00493,2023-09-29,C-0667,Islamabad,Electronics,In-Store,Card,2,33391.46,27191.78,6199.67,False
PK-2023-01162,2023-09-29,C-0428,Islamabad,Others,Online,Card,3,68298.3,57202.9,11095.4,False
PK-2023-00326,2023-09-29,C-0023,Sindh,Others,Online,JazzCash,1,9328.69,7722.86,1605.83,False
PK-2023-01465,2023-09-29,C-0268,Punjab,Groceries,Wholesale,Easypaisa,3,45002.98,35473.43,9529.55,False
PK-2023-00906,2023-09-29,C-0759,Sindh,Groceries,In-Store,Cash on Delivery,1,14549.25,11507.38,3041.87,False
PK-2023-00612,2023-09-29,C-0281,Punjab,Beauty & Personal Care,Online,Card,1,17419.69,14922.37,2497.32,False
PK-2023-00719,2023-09-29,C-0495,Sindh,Electronics,Mobile App,Cash on Delivery,1,11095.43,8854.05,2241.38,False
PK-2023-01377,2023-09-29,C-0763,Punjab,Electronics,Online,Easypaisa,1,9343.87,7654.15,1689.72,False
PK-2023-01129,2023-09-29,C-0036,Islamabad,Groceries,In-Store,Cash on Delivery,3,38593.8,30542.48,8051.32,False
PK-2023-00421,2023-09-30,C-0073,Punjab,Electronics,Online,JazzCash,3,32673.04,27097.75,5575.29,False
PK-2023-00365,2023-09-30,C-0055,KPK,Groceries,In-Store,Card,4,58530.41,44638.34,13892.07,False
PK-2023-01043,2023-09-30,C-0233,Punjab,Beauty & Personal Care,Online,Card,1,10777.51,9087.77,1689.73,False
PK-2023-01198,2023-09-30,C-0325,Punjab,Electronics,In-Store,JazzCash,2,24202.63,18722.1,5480.53,False
PK-2023-01897,2023-09-30,C-0205,Punjab,Fashion,Mobile App,Card,2,12108.36,10227.2,1881.16,False
PK-2023-01011,2023-10-01,C-0117,Punjab,Fashion,Online,JazzCash,2,20880.59,17083.78,3796.8,False
PK-2023-01719,2023-10-01,C-0736,Punjab,Sports,In-Store,Card,2,38432.8,31111.22,7321.58,False
PK-2023-00158,2023-10-01,C-0602,Punjab,Electronics,Online,JazzCash,4,38793.51,31682.68,7110.84,False
PK-2023-01917,2023-10-01,C-0599,KPK,Home & Living,In-Store,JazzCash,3,15302.47,13639.11,1663.36,False
PK-2023-01292,2023-10-01,C-0530,Sindh,Groceries,Online,Card,2,23773.84,18919.09,4854.75,False
PK-2023-01025,2023-10-01,C-0132,Sindh,Fashion,Online,Card,4,53310.33,44015.91,9294.43,False
PK-2023-00223,2023-10-02,C-0200,Punjab,Fashion,Mobile App,JazzCash,3,26839.83,21171.41,5668.41,False
PK-2023-00078,2023-10-02,C-0729,Sindh,Electronics,Online,Card,1,15875.11,11398.71,4476.4,False
PK-2023-01121,2023-10-02,C-0351,Sindh,Electronics,Online,Cash on Delivery,4,40038.62,30552.06,9486.56,False
PK-2023-01500,2023-10-02,C-0177,Punjab,Beauty & Personal Care,Online,JazzCash,3,33030.28,29185.66,3844.62,False
PK-2023-00081,2023-10-02,C-0494,Punjab,Fashion,Online,Easypaisa,3,52922.38,42362.3,10560.08,False
PK-2023-00824,2023-10-02,C-0230,KPK,Others,Online,Easypaisa,3,66071.71,51832.69,14239.02,False
PK-2023-00186,2023-10-02,C-0518,Balochistan,Electronics,In-Store,Cash on Delivery,2,37294.91,31895.88,5399.03,True
PK-2023-01044,2023-10-02,C-0673,Sindh,Fashion,Online,Cash on Delivery,2,20336.16,16580.66,3755.5,False
PK-2023-01051,2023-10-03,C-0507,Punjab,Sports,Wholesale,Card,1,11248.18,9272.2,1975.98,False
PK-2023-01042,2023-10-03,C-0162,Punjab,Sports,Online,Cash on Delivery,3,50497.72,37463.83,13033.89,False
PK-2023-00411,2023-10-03,C-0080,Punjab,Groceries,Online,JazzCash,4,54300.11,43660.94,10639.17,False
PK-2023-00054,2023-10-03,C-0758,Sindh,Beauty & Personal Care,Online,JazzCash,2,35158.84,27777.0,7381.83,False
PK-2023-00368,2023-10-04,C-0597,Sindh,Fashion,Online,Card,1,19938.61,16029.46,3909.15,False
PK-2023-00566,2023-10-04,C-0224,KPK,Fashion,In-Store,JazzCash,2,17874.87,15046.98,2827.89,False
PK-2023-00040,2023-10-04,C-0176,Balochistan,Beauty & Personal Care,Online,Card,3,46223.97,36899.29,9324.68,False
PK-2023-01308,2023-10-04,C-0045,Punjab,Electronics,In-Store,JazzCash,1,9541.9,7843.14,1698.75,True
PK-2023-01361,2023-10-04,C-0766,Sindh,Fashion,Online,Easypaisa,1,8449.91,6754.38,1695.52,False
PK-2023-00061,2023-10-04,C-0634,Islamabad,Sports,Mobile App,Card,1,24035.79,20558.81,3476.98,False
PK-2023-00156,2023-10-05,C-0324,Punjab,Beauty & Personal Care,Online,Card,1,23808.76,20327.46,3481.29,False
PK-2023-01056,2023-10-05,C-0409,Punjab,Home & Living,Online,Cash on Delivery,3,43293.29,34799.54,8493.76,False
PK-2023-01501,2023-10-05,C-0557,Punjab,Fashion,Mobile App,Card,3,37545.99,29881.66,7664.33,False
PK-2023-00712,2023-10-05,C-0201,Punjab,Electronics,In-Store,JazzCash,4,33073.75,27643.69,5430.06,False
PK-2023-01466,2023-10-05,C-0425,Balochistan,Beauty & Personal Care,Online,Card,2,27619.87,22547.5,5072.36,False
PK-2023-01992,2023-10-05,C-0068,KPK,Fashion,Wholesale,Easypaisa,4,50382.95,41388.66,8994.29,False
PK-2023-01140,2023-10-05,C-0696,Balochistan,Fashion,Online,Card,4,41717.5,32741.38,8976.12,False
PK-2023-00653,2023-10-05,C-0189,Punjab,Beauty & Personal Care,Mobile App,Card,4,32769.39,25705.24,7064.15,False
PK-2023-01805,2023-10-05,C-0169,Sindh,Electronics,Online,Card,1,9022.0,7336.07,1685.93,True
PK-2023-00834,2023-10-06,C-0734,KPK,Beauty & Personal Care,Wholesale,Card,4,60284.94,51990.18,8294.75,False
PK-2023-00637,2023-10-06,C-0763,Punjab,Home & Living,Online,Card,3,25171.88,19835.0,5336.87,False
PK-2023-01695,2023-10-06,C-0512,KPK,Groceries,Online,JazzCash,1,8892.84,6907.39,1985.45,False
PK-2023-00649,2023-10-06,C-0421,Punjab,Groceries,Wholesale,Easypaisa,2,34878.49,29522.94,5355.55,False
PK-2023-00208,2023-10-06,C-0767,Punjab,Fashion,Online,Easypaisa,3,17662.38,15722.85,1939.52,False
PK-2023-01219,2023-10-06,C-0639,Punjab,Fashion,Online,Cash on Delivery,4,22815.37,18177.42,4637.95,False
PK-2023-01603,2023-10-06,C-0469,Balochistan,Home & Living,Mobile App,Easypaisa,4,49953.24,39553.55,10399.68,False
PK-2023-01017,2023-10-06,C-0263,Sindh,Sports,Online,Card,1,11242.22,9288.6,1953.62,False
PK-2023-01596,2023-10-07,C-0674,Sindh,Others,In-Store,Easypaisa,3,29462.64,24744.86,4717.78,False
PK-2023-01316,2023-10-07,C-0489,Sindh,Electronics,Online,Card,2,11591.62,9717.28,1874.34,False
PK-2023-00275,2023-10-07,C-0306,Punjab,Beauty & Personal Care,Online,JazzCash,1,9973.21,7864.76,2108.45,False
PK-2023-01234,2023-10-07,C-0462,Sindh,Electronics,Online,Cash on Delivery,3,28364.51,24286.6,4077.92,False
PK-2023-00890,2023-10-08,C-0688,Islamabad,Electronics,Mobile App,Card,4,90020.47,76667.65,13352.83,False
